étoile,commentaire
2,"Commandé ceux-ci pour mon partenaire, qui porte une taille 7... Je porte une taille 6. Ils ne me vont même pas, ils sont minuscules. J'ai dû aller à la poubelle car ils ne rentrent pas du tout, donc je ne peux pas vraiment évaluer la qualité du produit car je ne peux même pas y mettre le pied et je suis une taille plus petite que celle que nous avons même achetée."
1,"Commandé mens 11. Sliders disent 11. Cependant, correspond plus à un enfant 5. Donné à mon fils"
1,Je ne crois pas que ce soient de vraies diapositives Adidas. J'ai demandé une taille 9 et j'ai obtenu ce que je pense être une taille 8... bien que je ne puisse pas confirmer que le marquage de taille qui est censé être en bas n'est pas là ?
4,"Agréables et confortables, elles doivent remplacer une paire qui a grandi, donc je savais qu'il fallait prendre de la taille, donc elles s'adaptent bien."
1,Ce ne sont pas ce que vous pensez qu'ils sont. Celles-ci sont clairement destinées à un marché non européen. Peut-être l'Asie ? Ce ne sont pas des 11 européens.
1,Un curseur était légèrement plus blanc et plus serré que l'autre. Gaspillage d'argent
4,Coupe très serrée peut-être monter d'une demi-taille. Sauf si vous avez des pieds fins. disquette de qualité
2,Très petite taille 5
2,"Après avoir porté des tongs Hype tout l'été, j'en ai commandé quelques-unes pour changer pour moi et ma fille. Oh mon dieu, ils sont si inconfortables ! Tellement rigides et durs comparés à ceux rembourrés HYPE que je portais. Ils sont repartis directement"
1,"Bonjour à tous . J'ai acheté ces curseurs en taille 8, mais ils sont bien trop petits, taille 6ish, très mécontent de cela car je commande toujours 8,s."
4,Acheté pour mon mari en taille 9 mais me va mieux en taille 6. Taille au-dessus
4,"Comparé aux marques moins chères que j'ai achetées avant, celles-ci sont excellentes"
2,"Super petit. Mon pied est UK 5, et j'ai un curseur de taille enfant. UK 7 est le droit pour moi de ce type. Est un simple curseur en plastique, assez confortable si vous commandez 1 à 2 tailles plus grandes."
3,"Curseurs de beaux garçons. Beaucoup trop petit si vous commandez, je vous conseillerais de prendre 1 à 2 tailles plus grandes car mon petit garçon n'a pas les pieds larges mais ceux-ci étaient trop serrés pour lui. Bonne qualité cependant."
2,Je les ai achetés alors qu'ils étaient à 10 £. J'ai commandé une taille au dessus mais elles étaient encore trop petites. J'ai un cou-de-pied haut et la bande était trop serrée et j'ai des pieds très étroits.
2,"Mon fils porte des baskets de taille 4, j'ai donc pris une taille au-dessus et lui ai commandé une taille 5. La bande est trop serrée pour que son pied ne puisse pas descendre là où il y aurait de la place au niveau des orteils, ce qui fait que son talon pende presque sur le dos ! Pas sûr de remplacer par une taille 6 ou 7 🤔"
3,Veuillez acheter une taille 2/3 plus grande sinon elle ne rentrera pas
4,Un peu plus petit que mes précédents. Je prendrais une taille de 1/2 ou une taille entière si j'achetais à nouveau
3,Un peu serré si vous avez un pied large. Je n'avais jamais eu ce problème avec les curseurs auparavant. Surtout des Adidas 1. Jolie couleur cependant
3,ELLES SONT SI CONFORTABLES ET SONT IDÉALES À PORTER DANS LA MAISON COMME DES CHAUSSONS MAIS SONT TRÈS PETITES ! COMMANDEZ AU MOINS UNE TAILLE SI PAS DEUX TAILLES PLUS GRANDES QUE VOTRE TAILLE HABITUELLE POUR UN BON AJUSTEMENT !!
1,"Ceux-ci sont beaucoup trop étroits - vous pouvez à peine y mettre un pied de fille, peu importe un garçon / un homme"
2,Bon produit mais la taille est loin .... je suis une taille 4 commandé une taille 5 et j'ai toujours du mal à s'adapter. Si la commande conseillerait d'obtenir 2 tailles au-dessus.
3,Le produit est de grande qualité mais la taille ne correspond pas. J'ai commandé une taille plus grande que d'habitude et c'était encore petit
1,NOTEZ que ce sont des ENFANTS et non des hommes comme il est dit !!
4,"Je les ai pour ma petite-fille, ça va bien et bon prix, elle les aime vraiment"
2,Pas une taille 4 plutôt qu'une taille 3. Le talon de mon fils sort presque de la chaussure. C'est très serré sur le devant.
1,"Je voulais aimer ces curseurs car ils sont de la couleur parfaite. J'ai pris la taille car les critiques disaient qu'elles étaient petites - l'avant de l'arche est si serré et étant donné qu'elles sont en caoutchouc, il n'y a pas à donner ! Du tout! Malheureusement allé au magasin de charité - gaspillage d'argent :("
4,"Respectez tous les commentaires, prenez au moins une taille au-dessus de votre taille habituelle pour éviter les tiraillements"
2,"C'étaient du plastique, j'ai demandé du caoutchouc ou de la mousse à mémoire de forme, donc ma femme ne les a pas aimés mais a jeté le sac de retour et tout le reste, donc je ne peux pas les retourner"
3,Décevant petit. Nous commandons la taille 9 UK car nous avions déjà une paire de taille 9 qui était généreuse.
1,"Trop petit pour la taille, trop serré autour de la sangle. Extrêmement inconfortable."
4,"Mon fils les a aimés, ils correspondent à ce qu'ils ont dit."
1,Commandé un UK 8 et ils sont minuscules ressemblent plus à une taille 6
1,Ce sont de bons petits em donnés à la mrs. Gaspillage d'argent
2,Tellement inconfortable ! Portez habituellement des sliders HYPE mais imaginiez un changement...grosse erreur ! Ces r si durs et raides pouvaient à peine marcher dedans qu'ils y sont retournés tout de suite !
3,"Joli style, confortable sous le pied, bien trop serré sur le pied, il faut signaler à la fabrication qu'ils doivent les rendre plus rummey, merci U, Mags."
4,A l'air bien mais pour un ajustement étroit -Longueur fine.
4,"Le produit multimédia n'a pas pu être chargé.
                



 Nice and comfortable but make sure you order it a bit bigger size"
4,Bonne qualité et s'adapte bien.
4,"Lors de l'achat, assurez-vous d'acheter au moins 2 tailles plus grandes que nécessaire. A part ça, super slider"
1,Ma mère vient de me les voler et maintenant je ne peux pas porter ce que je veux porter
3,Taille pas exacte
2,Obtenez au moins 1 taille plus grande que vous ne le feriez normalement.
4,Trop serré
1,Le produit est endommagé - Assurez-vous de vérifier le produit avant de l'envoyer ! Comment diable avez-vous pensé pouvoir vous en sortir avec de tels produits ! Une telle perte de temps!
1,"Les rayures s'effritent déjà, ce qui n'arrive pas avec les produits légitimes."
1,"J'ai acheté 2 tailles 8 pour moi. J'ai dû le donner à mes fils avec des tailles de pieds à 6 juste parce qu'il ne convenait pas. Trop de soucis pour le retourner. Si vous avez besoin de votre taille, achetez 2 tailles au-dessus"
4,D'accord
2,"Ce ne sont pas de vraies tailles, je suis un uk 6.5 alors j'ai commandé un 7 et j'ai eu du mal à mettre mon pied, ma fille est un uk 6 et ils étaient un peu trop serrés pour elle aussi, je vais les passer à ma sœur qui est une taille 4 ils pourraient être mieux adaptés."
4,"J'ai acheté une paire pour mon mari et il en est content. Confortable et belle apparence. Acheté une taille plus grande après avoir lu des critiques suggérant qu'ils sont petits, mais je pense qu'ils sont fidèles à la taille, sauf si vous avez des pieds larges ou un cou-de-pied plus haut. Pourrait obtenir une paire assortie pour moi-même bientôt."
3,Jolis curseurs mais trop petits et trop serrés pour ma fille !
3,"taille 9/43, mais j'ai à peine mis le pied dedans - ça conviendrait mieux à un 8 ou 7,5. Si j'avais su, j'aurais pris une taille ou une taille et demie au-dessus."
2,Revient beaucoup plus petit que prévu.
2,Ils ont fière allure mais le matériau fait transpirer abondamment vos pieds au point d'être plutôt inconfortable
1,J'ai dû revenir car malheureusement l'espace entre la semelle et la bande en haut est très très petit et ma nièce n'a même pas pu y mettre le pied. Attention si commande.
3,"Livré avec une étiquette indiquant ""Pas pour une utilisation sous la douche""... si ce n'est pas important pour vous, ils sont bons."
1,J'ai commandé une taille 9 pour mon fils qui était trop petite. Je fais une taille 7 et elles me vont parfaitement. Je dois maintenant payer pour les retourner car la taille n'est pas correcte.
1,Commandé une taille 9. Ils sont si petits qu'ils sont utilisés par la Missus qui est une femme 6. Pas sûr à 100% qu'ils soient légitimes.
4,Très content d'eux
2,Pas bon si vous avez les pieds larges. Très étroit et j'ai monté une taille
4,Grand confort
1,"Achetez toujours Adidas et la taille 12 est parfaite, mais celles-ci sont au mieux très petites 11. Nous n'avons jamais connu la taille 12 pour être la taille 12 britannique comme l'indique l'étiquette..."
2,"Je suis un 9,5 et j'ai commandé un 10 saisir mais c'est serré"
2,Commandé une taille au-dessus et toujours pas correct
4,C'était sympa
4,"De superbes chaussures de grande couleur et sont arrivées rapidement aussi. Elles sont un peu petites, alors soyez conscient. Je suis une taille UK 8 mais j'ai dû retourner la mienne pour une taille UK9 qui me va parfaitement"
1,"Commandé taille 10, arrivé en taille 8…"
4,"Ils sont confortables mais à certaines parties des toboggans, ils sont trop serrés"
3,très beau produit mais pas très confortable!!!
1,Dit qu'ils sont une taille 7 mais conviennent à ma femme qui est une taille 5. Lot douteux ou ils sont faux !
4,Je conseillerais de prendre au moins une taille au-dessus de la taille normale. Surtout si vous prévoyez de le porter avec des chaussettes.
3,"Belle paire de curseurs mais beaucoup trop petite pour mon mari, il ne pouvait pas mettre ses pieds à l'intérieur de la taille de la commande"
3,D'accord
4,Bon produit mais besoin de prendre une taille au dessus
3,"... J'aime porter les Adilettes pieds nus à la maison. en conséquence, la mousse douce absorbe la sueur et au bout d'un moment, elle pue au ciel. Aucune idée de comment le sortir à nouveau, probablement pas du tout. Pour cela, il fallait aussi que le produit nettoyant pénètre, et vous vous mettiez alors sous la plante du pied lorsque vous le portiez.Cependant, cela m'a beaucoup aidé juste après mon opération de l'hallux."
2,Le produit a l'air bien mais est trop petit
1,"J'ai eu le même type de curseur comme celui-ci, mais ceux-ci ne correspondaient pas à la taille que j'ai achetée il y a environ un an, mais ils sont exactement les mêmes. Je suis vraiment bouleversé par ça :("
4,"La taille est un peu petite, donc assez étroite. Peut être un problème avec les pieds normaux à larges."
4,"Un peu petit, à peu près en forme !! Nice sliders sinon"
2,Juste trop petit. Je fais une taille 8 mais même une taille 9 dans celle-ci semble serrée
2,"Trop mince, ne s'est pas présenté à l'heure, dans l'ensemble très déçu"
2,La taille était plus petite que les autres identiques que j'ai achetées. Ne va pas bien du tout. Cette taille 9 était beaucoup plus petite que d'autres identiques. Très étrange
1,"Trop serré même si j'ai acheté ma taille normale, mauvais produit."
2,"Tellement tellement étroit, pourquoi ?"
3,J'ai commandé la taille 10 mais elle avait l'air petite
4,"Comme prévu, coupe agréable, confortable"
4,"La taille est un peu décalée, j'ai commandé deux tailles au dessus. Sinon, ça a l'air bien et le mari dit qu'ils sont confortables. Il est heureux."
1,La taille indiquée est trompeuse
1,Incroyable mais a duré 2 semaines avant de diviser le look et maintenant un seul curseur maintenant x
1,Trop petite commande au moins une taille au-dessus peut-être deux.
2,"Le produit multimédia n'a pas pu être chargé.
                



 After wearing about 2 weeks, the white line paint peeled off"
3,Beaucoup trop petit pour un 8. C'est plutôt un 6 et demi.
2,Trop petit
1,Commandé une taille 9. Il y avait un autocollant indiquant la taille britannique 9. C'était une taille 6. Décevant. Il me vient seulement à l'esprit que quelqu'un à l'usine a mis l'autocollant à l'envers !
3,"Très petit raccord, seulement sur un pied."
4,"Bon produit, taille correcte je suis content de ce produit"
3,Trop petit
4,Bonne qualité et étaient confortables mais ma taille était beaucoup trop petite. A dû revenir.
4,Bon ajustement et très confortable.
2,Commandé une taille 11 qui est une taille plus grande que nécessaire. Celles-ci étaient encore beaucoup trop petites.
1,"Très petit - pas un 11, plutôt un 9 !"
4,ils tiennent très longtemps
3,"Ce sont en fait la taille 13 et non 13,5"
1,"Certes, la note ""1 étoile(s)"" ne rend pas justice à l'Adilette, mais malheureusement il n'y a pas d'""abstention"". Je précise juste que l'Adilette est annoncée ici comme ""Chaussure de douche & de bain Adilette, noire"" . Cependant, il y a une étiquette sur le produit qui indique explicitement : ""Ne convient pas à la douche !"". Je pense que cette indication est également appropriée car le rabat supérieur est fait d'un matériau très absorbant, donc la description du produit est probablement erronée. Cependant, je suppose que de nombreux acheteurs - comme moi - supposent que cette ""chaussure de bain"" peut également être utilisée comme ""chaussure de bain"". Cependant, ce n'est pas le cas, d'où cette mauvaise note comme une indication claire de cette erreur."
1,"Beaucoup trop petit, je suis sûr que ce sont des faux. Je les renvoie dès que possible."
4,Bon produit. Taille petit... J'ai pris une taille au-dessus et toujours un peu petit. Sinon parfait
1,Pas le produit authentique
3,VRAIMENT petit pour une taille 10 même si je rentre aussi dans une taille 11
4,Confortable!
4,Assez dur pour les pieds de mon fils mais de bonne qualité finalement.
1,REPLICA.NOT ORIGINAUX
1,Trop petit
4,Commandez au moins 2 tailles au-dessus
4,Les meilleurs chaussons du marché. Mousse à mémoire si confortable.
4,la taille est un peu différente de la taille britannique normale
2,Trop petit
1,Trop petit
4,La taille est plus petite que prévu.
4,La taille normale va bien très confortable
1,"Le produit n'est pas un UK 11, il ressemble plus à un UK 9"
1,"Cadeau pour fils, pas porté car trop petit."
2,C'est un peu petit pour moi.
4,TROP PETIT
1,Faux !
3,"Les adilettes arrivent dans un sac plastique, j'ai dû les renvoyer car elles sont trop petites, je n'avais pas de colis pour elles. L'expédition de retour serait remboursée plus tard... Faites-vous une faveur et commandez une taille au-dessus."
1,Ils n'ont pas l'air d'origine
3,"Je suppose que j'ai commandé le numéro 40.5 pour mon fils, donc je ne me contente pas de les renvoyer xke ils sont beaux et d'une couleur particulière. J'ai un 38 et ils me vont précis. J'ai joint la photo pour que vous puissiez voir. Donc de 3 étoiles xke ne correspond pas au vrai chiffre mais les chaussons sont magnifiques. J'espère vous avoir été utile et utile."
1,Faux faux faux. Mais au prix comme s'ils étaient authentiques. Très énervé.
4,Contacté x mesures. J'ai répondu x au facteur que je suis dans l'UE. les mesures sont les mêmes que la taille italienne. D'accord. Bien rangé mais petit. trouvé le remède.
1,"Le produit multimédia n'a pas pu être chargé.
                



Ceci est un produit totalement faux. Ce n'est même pas un pour cent du confort adidas adilette parce que j'utilise ce produit original depuis presque 3 ans. Et vous pouvez aussi voir la différence alors ne l'achetez pas c'est totalement faux"
4,"Les sandales sont très bien, mais c'est la version piscine, à ne pas confondre avec les Life Style, qui sont un peu plus confortables.Ce modèle est fait d'une seule pièce, donc la partie du cou-de-pied est également en caoutchouc, ce qui complique un peu l'enfilage quand on porte des chaussettes par exemple. Les originaux sont plus agréables à porter. Mais ceux-ci sont plus propres."
3,"Ils ont été achetés pour mon fils de 10 ans, depuis environ 3 ans chaque été nous achetons ce modèle et en plus d'être cool et confortables ils ont toujours été super bons et nous avons même honte de les donner car ils étaient comme nouveau... mais cette année encore Nous en avons commandé et bien... d'abord le dilemme que je les ai achetés dans une autre couleur (pour changer) et ils ont été achetés à un vendeur externe via Amazon et quand ils sont arrivés la taille était très petit, j'ai demandé le bon numéro et le bon numéro est arrivé mais ils ont taillé environ 4 tailles de moins ! (J'ai lu plusieurs commentaires dans lesquels certaines personnes pourraient penser qu'ils sont faux, car cela m'a donné cette impression aussi) J'ai envoyé les photos à Amazon et tout a été résolu ... ok, je les demande une deuxième fois dans la couleur classique , ceux que vous voyez sur mes photos, ils ont été vendus, gérés et expédiés par Amazon, car ils sont arrivés dans la bonne taille mais j'ai remarqué qu'Adidas a baissé la qualité en termes de matériaux, vous pouvez également voir sur les photos comment le matériau plisse le profil et il a l'air vieux et les lignes blanches se sont fissurées et fanées un peu, cela n'est jamais arrivé aux précédents et je les ai même mis dans la baignoire et les ai laissés tremper et les lignes blanches ne se sont jamais fanées ou fissurées... Même du coup, je dois dire que je les rachèterais, ceux de mon fils ont un coup de fouet au maximum, toute la journée, au soleil, à la plage, à la piscine et ils sont entretenus tout l'été... ils sont résistants à tout ... que oui, si ce que vous cherchez, ce sont des chaussures antidérapantes... ne les achetez pas, car vous avez besoin Elles ne sont pas antidérapantes, elles accrochent un peu, oui, mais pas beaucoup, pour mon fils j'ai toujours des chaussures d'eau pour lui. J'espère que mon commentaire et mon expérience vous aideront ! Salutations 👋."
1,"Je les ai achetés pour mon fils qui fait du 37, depuis l'année dernière il a le même modèle mais en taille 35, et comme vous pouvez le voir sur les photos, la taille 35 est plus grande que le 37…? Bizarre, non ?? J'ai lu dans plusieurs commentaires que ça pourrait être un faux... Je ne sais pas, mais la taille ne correspond pas, les photos le montrent, aussi la couleur des bandes n'est pas jaune comme on peut le voir sur la photo, (il semble jaune mais la couleur or), en tout cas, la raison du retour était due au dimensionnement, ils sont venus avec leur cintre adidas, leur étiquette et dans un sac transparent qui disait adidas... si c'était faux, ils ont été obtenus depuis, j'ai racheté les mêmes mais en noir (à partir de ce même lien mais expédiés et gérés par Amazon) et le dimensionnement est normal, il arrive emballé de la même manière, c'était juste une perte de temps à devoir le retourner et tout ça... mais bon, je les ai déjà je recommande d'acheter mais ceux qui ne sont pas envoyés par un vendeur externe. J'espère que mon avis a été utile ! Salutations 👋"
3,"En soi vraiment de très belles pantoufles. La qualité convient également au premier abord. Pour moi il y a un gros mais. Ils sont très doux, ce qui est très confortable. Mais cela a été réalisé avec une sorte de moussage. Le problème est que l'ensemble absorbe l'eau. Donc, si vous vous séchez les pieds après la douche et que vous mettez vos chaussettes dans les chaussons essuyés, l'eau sera à nouveau expulsée. Et pas trop serré. Chaussettes mouillées donc. De plus, le tout ne sèche alors plus vraiment. Cela prend plusieurs jours. Je ne veux même pas savoir quel genre de cultures se forment à l'intérieur."
4,"Les adilettes sont apparemment à nouveau très populaires. La progéniture les porte à presque toutes les occasions. Grâce au matériau en mousse, cette version est beaucoup plus confortable que la version originale, qui est également toujours disponible. Celui-ci n'est pas particulièrement adapté à la douche ou au bain, il faut donc plutôt choisir une version rigide, mais sinon, il est étonnamment confortable et grâce à la matière il offre même une sorte d'amorti... Comme d'habitude chez Adidas, il faut plutôt porter un Obtenez une taille plus grande."
1,"J'ai une Adilette de la même taille et je voulais en commander une autre en remplacement. L'Adilette commandée est plus étroite de plus de 1,5 cm ! Beaucoup trop petit et donc inutilisable. Ce qui me rend méfiant : le logo de la marque est introuvable sur la chaussure. C'est pourquoi vous vous demandez ce que vous avez reçu ici ...."
2,"Sauf pour ce produit uniquement pour le prix, sinon les chaussons sont inadaptés pour être portés aussi bien à la plage qu'à la piscine, trop rigides et lourds, glissants et pas du tout confortables. La mauvaise qualité de l'article en question m'amène à avoir doutes sérieux qu'ils soient réellement produits par Adidas, une marque que j'ai souvent choisie et que j'ai toujours appréciée. Bientôt honnêtes et esthétiquement sympas (j'ai choisi la variante bleue) mais pratiquement insuffisants pour remplir leur fonction. Je suis désolé car j'avais de grandes attentes, je ne ferai pas le reste de toute façon et je les utiliserai à la maison pendant les mois d'été pour remplacer les pantoufles que j'ai déjà. Cependant, ils taillent petit juste pour ajouter un autre défaut, je recommande donc d'acheter un numéro supplémentaire."
1,"Ici, sur la base des critiques, j'ai opté pour deux tailles plus grandes, ce qui, selon l'étiquette, signifie 48½. Donc, nominalement, deux tailles et demie plus grandes et ENCORE TROP PETITES. La sangle de mon Birkenstock de semelle à semelle est ajustée à environ 19 cm (à l'extrémité où vous enfilez) Les chaussons sont coupés extrêmement étroits. Je ne peux même pas entrer. La semelle intérieure n'est pas aussi profonde que celle du Birkenstock, mais à peu près comparable. Les sangles - non réglables ici (ce qui était bien sûr clair avant l'achat) - mesurent 17 cm d'une assise plantaire à l'autre. Donc au moins 2 cm de moins que ce dont j'ai besoin, même si j'ai deux pointures et demie de plus que ma pointure habituelle. Dans le sens de la longueur, 48½ pourrait faire l'affaire, mais certainement pas la largeur et la hauteur du cou-de-pied. Pour être honnête, je connais quelques autres hommes qui ""vivent grand"", mais aucun d'entre eux n'a un pied aussi étroit que celui-ci. . Puisqu'il s'agit de l'édition unisexe, on a peut-être essayé d'extrapoler ici, mais je ne connais pas une seule femme qui porte même une pointure 45, encore moins plus grande. Ces mesures sont donc ""étranges"" de mon point de vue."
1,"Qualité souterraine! Les chaussons se sont déchirés au bout de quelques mois. Le vendeur répond très effrontément. Les frais de retour sont à votre charge, le traitement et le contrôle de la réclamation prend 6 semaines ? Le défaut est bien visible et les chaussons n'ont été portés qu'à la maison ? Est-ce une mauvaise blague ?"
3,"Ensuite le numéro est bien mais le pied est resserré par l'emprise mortelle du plastique qui enveloppe le pied.La sensation est la même que celle de Léonard de Caprio dans ""Le Masque de fer"", qui était en prison avec ce masque autour du visage. pour les frottements pour la piscine en fait ils s'appellent piscine quelque chose .je prefere mon noir pris il y a des annees un peu plus large."
1,"Est vendu comme chaussure de douche et de bain, mais totalement inadapté à cela car il absorbe l'eau et reste mouillé pendant des jours même lorsque vous entrez à l'air frais. Convient uniquement comme pantoufles de loisirs qui ne doivent en aucun cas être mouillées. cible manquée. 6 ensemble."
2,"Je cherchais des pantoufles confortables à porter autour du jardin, de la piscine, etc. et après avoir essayé ces tongs elles m'ont semblé parfaites, la semelle est très douce et moelleuse et même si on les porte plusieurs heures le pied ne souffre pas.J'ai les pieds plats et quand certaines chaussures ont de la cambrure quand on les porte pour un quelques heures je m'en veux et avec ceux-ci ne se sont pas produits.L'inconvénient est qu'ils sont comme une éponge, ils absorbent l'eau et quand vous marchez dessus ils l'expulsent mais ils absorbent aussi la sueur du pied donc si vous ne les voulez pas le sentir est très difficile, peu importe combien vous les nettoyez, les trempez puis les pressez pour que tout le liquide qu'ils retiennent sortent, il reste encore une odeur.Je ne les rachèterais pas"
4,"Ces chaussures sont très confortables, où le repose-pied est très doux, d'où le confort. J'ai aussi acheté ce type de chaussures de deux autres marques bien connues, et j'ai dû en retourner une car elle était extrêmement dure, très inconfortable, l'autre que j'ai gardée car son confort était acceptable. Mais ces Adidas se sont avérées de loin les plus confortables, et après les avoir enfilées, j'ai l'impression qu'elles absorbent également la sueur de la plante du pied, comme si la matière, en plus d'être assez douce, était quelque peu poreux, contrairement à d'autres qui sont tellement imperméables que la sueur s'accumule et que la sensation ne finit pas par être bonne. Pour l'instant très content du produit, on verra à moyen et long terme si le scotch qui maintient le pied ne se lâche pas, c'est la seule pièce susceptible de tomber en panne avec le temps, si le produit n'est pas de qualité, venant d'adidas J'espère que ce sera de qualité et que je n'aurai aucun problème."
4,"Les pantoufles vont très bien et sont également confortables. Cependant, ce matériau Cloudfoam absorbe l'eau comme une éponge. Depuis que j'utilise mes Adilettes comme pantoufles et pantoufles de douche, j'ai trouvé un peu ennuyeux que même une heure après la douche, vous exprimiez encore clairement l'eau des pièces à chaque pas que vous faisiez. Comme j'aime aussi porter des chaussettes en ""mode pantoufle"", elles sont bien sûr immédiatement mouillées et vous courez dans la maison les pieds mouillés toute la soirée. Ce n'était pas clair pour moi d'après la description. J'ai pris l'Adilette Ideal Standard en caoutchouc/plastique solide. Alors je suis retourné."
3,"Après les avoir utilisés pendant un mois, avec un usage domestique, je dois dire que j'ai des sentiments mitigés à leur égard.Nous partons du point de taille, prenez-en un de plus que celui que vous utilisez habituellement car ils sont plus petits et vous serez plus à l'aise. Concernant la matière des tongs, c'est ce qui m'a le plus dérouté, la vérité.. . D'une part, la matière est rembourrée et s'adapte bien au pied lorsqu'il est sec. Mais si le pied est mouillé, il glisse à l'intérieur. A part ça, la matière de la semelle (zone apollo foot, pas le sol) me donne l'impression que ça décolle et qu'avec une petite utilisation d'un mois sans beaucoup de footing... je ne sais pas si c'est très normal. Nous verrons ce qui se passe."
1,"J'ai acheté des articles similaires d'autres fois mais cela m'a vraiment déçu, ils sont plus serrés que d'autres modèles de la même taille et ne conviennent pas à la mer et à la piscine car ils absorbent l'eau comme une éponge.Je ne suis pas revenu car malheureusement je les ont utilisés avec prime"
1,"Les adilettes sont vraiment top ! Semelle intérieure extrêmement moelleuse, relativement légère et ne pressant pas de manière inconfortable MAIS... j'ai fait l'erreur de mouiller mes Adilettes en été, comme c'est parfois le cas (bataille d'eau dans le jardin, course dans la pataugeoire des enfants, etc.) . A un moment, alors que je ne portais pas les Adilettes, j'ai remarqué une odeur désagréable... quand j'ai identifié les Adilettes comme la source de tous les maux, elles sont allées directement dans la machine à laver... que dire, ça n'a pas marché n'aide pas un peu... ces articles sentent comme s'ils avaient Je l'ai utilisé pour traverser les Alpes. Je ne suis pas une personne qui souffre de ""pieds de fromage"" donc je ne peux pas non plus expliquer la puanteur. S'ils n'auraient pas dû être mouillés, Adidas devrait le mentionner quelque part. Suis très déçu…"
1,Reçu un produit en double. J'ai dû le retourner. Je suis surpris qu'ils ne fassent pas de contrôle de qualité..Même une personne qui n'a pas de connaissances sur les produits de marque peut identifier que celui que j'ai reçu était absolument faux..totalement déçu..
3,"Faites le plein d'eau ! Même 2-3 jours plus tard, vous pouvez faire sortir l'eau, ce qui, à mon avis, n'est pas génial maintenant. Comme je vais à la salle de sport presque tous les jours, elles ne se dessèchent jamais vraiment, c'est juste une question de durée d'odeur neutre, sinon elles sont extrêmement douces. Qui aime ça ok... pour moi, ils sont trop mous et se sentent un peu ""étranges"". Depuis que j'ai l'habitude d'enfiler des chaussures de bain ""normales"", sinon elles sont assez serrées. J'ai habituellement une taille 42. Mais j'ai pris ces chaussures une taille plus grande (43). C'était la bonne décision :)"
2,"Malheureusement, je me retrouve à devoir donner des commentaires négatifs sur le produit. Rien à dire sur la rapidité de livraison. Ce qui ressort plutôt c'est la non-conformité du chausson à la pointure réelle. Prémisse : je possédais déjà une paire de chaussons Adidas Aqua n originaux identiques. 43 (uniquement dans une couleur différente) achetés dans un magasin de sport bien connu de ma ville, les rachetant sur Amazon dans le même nombre et dans une couleur différente mais à un prix réduit, il me semblait que j'avais fait l'affaire du siècle... Mais non. Des pantoufles sont arrivées qui, tout en indiquant sur l'étiquette et sur la boîte le n. Les 43 sont visiblement plus courtes et plus étroites que les miennes, à tel point qu'un n° 42 peut apparaître au gré d'une devinette. Conclusion... Je vais les transmettre à mon frère pour ne pas me lancer dans d'autres problèmes de remboursements."
4,"Des pantoufles bien faites, la couleur est ce que je préfère avec le repose-pied ""arrondi"" qui les rend assez confortables; La résistance des matériaux est également bonne au détriment de l'élasticité du plastique qui se fait un peu sentir au passage car il est rigide, la taille et les mesures sont conformes à la description et le rapport qualité prix est moyen pour le type de produit marqué Adidas. Évaluation globalement positive"
4,"Ils sont confortables, légers et mignons mais s'habillent un peu court. J'ai du 40 mais j'ai dû prendre un 40,5 car je l'ai essayé chez un ami à moi, le 40 me manquait. Un demi-nombre de plus est parfait et la bande supérieure s'adapte également bien."
2,"J'ai pris ces chaussons en plus grand nombre pour ne pas risquer qu'ils soient inconfortables, j'ai donc pris le 43 au lieu du 42. Eh bien, par rapport au 43 defonseca que j'utilise encore, ils sont presque 2 cm plus courts. Sur le chausson le numéro n'est imprimé nulle part mais uniquement le chiffre 9 et sur certains sites le 9 correspond à 43, sur d'autres à 42,5 et sur d'autres encore à 42. La partie à l'arrière n'est pas facilement modelable et reste très rigide, donc Je recommande de prendre au moins deux nr. Évidemment, même le conseil laisse le temps qu'il trouve car nous n'avons pas tous la même forme de pieds.De toute façon, je vous déconseille de les acheter sans les essayer au préalable. J'en ai acheté quelques autres dans un magasin physique."
3,"Le prix plus que compétitif me fait renoncer à rendre l'objet qui en réalité n'est pas dans les meilleures conditions comme visible sur les photos de rapidité compte tenu des plis constatés, non seulement sur la boite mais aussi sur la boucle. Cela me fait craindre qu'il ne s'agisse probablement pas d'un pli acquis en seulement 3 jours d'expédition mais qu'il ait commencé dans cet état. Hormis le léger pli de la boucle, le produit semble correct pour le reste, je confirme la nécessité d'abonder avec tailles. Mon 43 habituel a abouti à un borderline 44 1/2 dans ce cas."
1,"Ma récession fait référence à la largeur de la chaussure Adilette taille 46-47, je pense que dans le monde Adidas, il n'y a pas d'hommes avec une largeur de pied de 12, c'est-à-dire des palmes larges, c'est comme ça je ne peux rien changer, mais Adidas pourrait apportez également Adilette sur le marché pour les hommes qui n'ont pas les pieds délicats comme Ronaldo, etc. concevez clairement le statut de culte, vous n'avez pas besoin d'en dire beaucoup mais malheureusement rien pour moi."
3,"Je cherchais une semelle confortable qui n'était pas trop ferme. C'est ce que propose ce modèle.Ce que personne ne vous dit, c'est que vous glissez d'avant en arrière avec des chaussettes. Dites haut pieds nus avec des chaussettes flop. De plus, quelque chose m'ennuie que les côtés ne soient pas fermes et que vous vous teniez dessus de manière instable. Au fil du temps, le matériau se dilate - mais ce n'est pas vraiment génial comme pantoufle."
