étoile,commentaire
5,"Je ne sais pas pourquoi tout le monde donne de mauvaises critiques comme s'ils recevaient le mauvais produit, etc.... mais j'ai reçu le même que j'ai commandé et toutes les étiquettes sont bonnes et l'emballage est également bon... Vous avez besoin que la marque ne donne pas n'importe quelle BOX à ces diapositives... Et la STRAP est un peu tite donc je vous recommande d'opter pour une taille plus grande que d'habitude...😘😘"
3,"Après les avoir utilisés pendant un mois, avec un usage domestique, je dois dire que j'ai des sentiments mitigés à leur égard.Nous partons du point de taille, prenez-en un de plus que celui que vous utilisez habituellement car ils sont plus petits et vous serez plus à l'aise. Concernant la matière des tongs, c'est ce qui m'a le plus dérouté, la vérité.. . D'une part, la matière est rembourrée et s'adapte bien au pied lorsqu'il est sec. Mais si le pied est mouillé, il glisse à l'intérieur. A part ça, la matière de la semelle (zone apollo foot, pas le sol) me donne l'impression que ça décolle et qu'avec une petite utilisation d'un mois sans beaucoup de footing... je ne sais pas si c'est très normal. Nous verrons ce qui se passe."
1,"J'ai acheté des articles similaires d'autres fois mais cela m'a vraiment déçu, ils sont plus serrés que d'autres modèles de la même taille et ne conviennent pas à la mer et à la piscine car ils absorbent l'eau comme une éponge.Je ne suis pas revenu car malheureusement je les ont utilisés avec prime"
1,"Les adilettes sont vraiment top ! Semelle intérieure extrêmement moelleuse, relativement légère et ne pressant pas de manière inconfortable MAIS... j'ai fait l'erreur de mouiller mes Adilettes en été, comme c'est parfois le cas (bataille d'eau dans le jardin, course dans la pataugeoire des enfants, etc.) . A un moment, alors que je ne portais pas les Adilettes, j'ai remarqué une odeur désagréable... quand j'ai identifié les Adilettes comme la source de tous les maux, elles sont allées directement dans la machine à laver... que dire, ça n'a pas marché n'aide pas un peu... ces articles sentent comme s'ils avaient Je l'ai utilisé pour traverser les Alpes. Je ne suis pas une personne qui souffre de ""pieds de fromage"" donc je ne peux pas non plus expliquer la puanteur. S'ils n'auraient pas dû être mouillés, Adidas devrait le mentionner quelque part. Suis très déçu…"
1,Reçu un produit en double. J'ai dû le retourner. Je suis surpris qu'ils ne fassent pas de contrôle de qualité..Même une personne qui n'a pas de connaissances sur les produits de marque peut identifier que celui que j'ai reçu était absolument faux..totalement déçu..
5,"Jamais eu une meilleure Adilette! Super doux et confortable à porter, comme marcher sur des plumes. Tout doux, j'ai d'abord vu l'Adilette dans un grand magasin, puis j'ai vite cherché sur Amazon, 10€ moins cher qu'en magasin ! Je ne peux que recommander ! Expédition 2 jours tout va bien. Je les ai portés plusieurs fois maintenant, si vous achetez la bonne taille, rien ne frotte. J'ai immédiatement acheté une deuxième paire de pantoufles, elles sont vraiment si confortables..."
5,"Je suis un grand fan de l'Adilette Adidas depuis longtemps. Certes, Adidas a vraiment fait monter les enchères avec la nouvelle génération de chaussures CF Mono Plus qui s'est éloignée du plastique typique et est juste incroyablement douce. J'espère qu'Adidas sortira beaucoup plus de couleurs. Le seul inconvénient est que si vous prenez une douche avec, vos FC seront trempés. Pour moi, qui l'Adilette utilisait comme pantoufles, mais cela n'a pas d'importance."
5,"Adilette confort. Très confortables car elles ont une assise plantaire très douce et moelleuse différente des autres modèles adilette. La bande est un peu étroite mais à l'usage elle s'élargit un peu. Cependant, j'aime que le pied ne glisse pas. Pour Adidas j'utilise toujours 43 ou 43 1/3 Je recommande de dessiner le pied sur une feuille de papier du talon aux orteils. S'il mesure 27 cm iik 43 italien c'est normal qu'il corresponde à la mesure anglaise 9 mesure japonaise 275 (en pratique ça veut dire 27', 5 cm... allez-y avec le japonais !!!) si vous avez un pied plus long aller à 44,5 ou 46"
3,"Faites le plein d'eau ! Même 2-3 jours plus tard, vous pouvez faire sortir l'eau, ce qui, à mon avis, n'est pas génial maintenant. Comme je vais à la salle de sport presque tous les jours, elles ne se dessèchent jamais vraiment, c'est juste une question de durée d'odeur neutre, sinon elles sont extrêmement douces. Qui aime ça ok... pour moi, ils sont trop mous et se sentent un peu ""étranges"". Depuis que j'ai l'habitude d'enfiler des chaussures de bain ""normales"", sinon elles sont assez serrées. J'ai habituellement une taille 42. Mais j'ai pris ces chaussures une taille plus grande (43). C'était la bonne décision :)"
2,"Malheureusement, je me retrouve à devoir donner des commentaires négatifs sur le produit. Rien à dire sur la rapidité de livraison. Ce qui ressort plutôt c'est la non-conformité du chausson à la pointure réelle. Prémisse : je possédais déjà une paire de chaussons Adidas Aqua n originaux identiques. 43 (uniquement dans une couleur différente) achetés dans un magasin de sport bien connu de ma ville, les rachetant sur Amazon dans le même nombre et dans une couleur différente mais à un prix réduit, il me semblait que j'avais fait l'affaire du siècle... Mais non. Des pantoufles sont arrivées qui, tout en indiquant sur l'étiquette et sur la boîte le n. Les 43 sont visiblement plus courtes et plus étroites que les miennes, à tel point qu'un n° 42 peut apparaître au gré d'une devinette. Conclusion... Je vais les transmettre à mon frère pour ne pas me lancer dans d'autres problèmes de remboursements."
4,"Des pantoufles bien faites, la couleur est ce que je préfère avec le repose-pied ""arrondi"" qui les rend assez confortables; La résistance des matériaux est également bonne au détriment de l'élasticité du plastique qui se fait un peu sentir au passage car il est rigide, la taille et les mesures sont conformes à la description et le rapport qualité prix est moyen pour le type de produit marqué Adidas. Évaluation globalement positive"
5,"Le produit est bon mais j'ai dû le retourner car il était trop grand pour moi et les sangles du cou de pied ne tenaient pas bien. Elles se sont décollées de mon pied. Les sandales ont l'air de qualité. J'ai commandé un 43 et au final j'ai dû changer pour une taille 42. Maintenant elles s'adaptent parfaitement.Si l'Adilette Original avait une semelle comme l'Adilette Confort ce serait super, car l'Adilette originale marche mieux seulement que la semelle est un peu dure. C'est pourquoi si le fabricant les fabriquait dans le même matériau que les chaussures de confort, ce seraient les sandales parfaites et sûrement tout le monde les porterait, mais en gardant toujours la même ligne que l'Adilette d'origine."
4,"Ils sont confortables, légers et mignons mais s'habillent un peu court. J'ai du 40 mais j'ai dû prendre un 40,5 car je l'ai essayé chez un ami à moi, le 40 me manquait. Un demi-nombre de plus est parfait et la bande supérieure s'adapte également bien."
2,"J'ai pris ces chaussons en plus grand nombre pour ne pas risquer qu'ils soient inconfortables, j'ai donc pris le 43 au lieu du 42. Eh bien, par rapport au 43 defonseca que j'utilise encore, ils sont presque 2 cm plus courts. Sur le chausson le numéro n'est imprimé nulle part mais uniquement le chiffre 9 et sur certains sites le 9 correspond à 43, sur d'autres à 42,5 et sur d'autres encore à 42. La partie à l'arrière n'est pas facilement modelable et reste très rigide, donc Je recommande de prendre au moins deux nr. Évidemment, même le conseil laisse le temps qu'il trouve car nous n'avons pas tous la même forme de pieds.De toute façon, je vous déconseille de les acheter sans les essayer au préalable. J'en ai acheté quelques autres dans un magasin physique."
5,"J'ai acheté ces pantoufles sur les conseils d'amis qui en ont déjà, car porter des tongs pendant longtemps m'avait amené à avoir mal à la plante du pied, étant des pantoufles à semelle plate. Je les ai reçus récemment mais je dois dire que par rapport à d'autres pantoufles, on sent immédiatement que la semelle est en forme et donne donc un meilleur soutien au pied et à la voûte plantaire. Comme indiqué dans d'autres avis, référez-vous aux cm pour comprendre votre taille, car ils s'habillent petit. J'ai habituellement un 40/40,5 et j'ai acheté un 42 pour un bon ajustement."
3,"Le prix plus que compétitif me fait renoncer à rendre l'objet qui en réalité n'est pas dans les meilleures conditions comme visible sur les photos de rapidité compte tenu des plis constatés, non seulement sur la boite mais aussi sur la boucle. Cela me fait craindre qu'il ne s'agisse probablement pas d'un pli acquis en seulement 3 jours d'expédition mais qu'il ait commencé dans cet état. Hormis le léger pli de la boucle, le produit semble correct pour le reste, je confirme la nécessité d'abonder avec tailles. Mon 43 habituel a abouti à un borderline 44 1/2 dans ce cas."
1,"Ma récession fait référence à la largeur de la chaussure Adilette taille 46-47, je pense que dans le monde Adidas, il n'y a pas d'hommes avec une largeur de pied de 12, c'est-à-dire des palmes larges, c'est comme ça je ne peux rien changer, mais Adidas pourrait apportez également Adilette sur le marché pour les hommes qui n'ont pas les pieds délicats comme Ronaldo, etc. concevez clairement le statut de culte, vous n'avez pas besoin d'en dire beaucoup mais malheureusement rien pour moi."
3,"Je cherchais une semelle confortable qui n'était pas trop ferme. C'est ce que propose ce modèle.Ce que personne ne vous dit, c'est que vous glissez d'avant en arrière avec des chaussettes. Dites haut pieds nus avec des chaussettes flop. De plus, quelque chose m'ennuie que les côtés ne soient pas fermes et que vous vous teniez dessus de manière instable. Au fil du temps, le matériau se dilate - mais ce n'est pas vraiment génial comme pantoufle."
4,"Tout d'abord, l'expédition a été rapide, sans problème et bien emballée, donc je pense que c'est génial. Ils ont été commandés pour un usage quotidien à la maison (quasi comme ""pantoufles""). Il est très approprié pour cela. Il file comme sur des nuages ​​et est très agréable. Les Adilettes conviennent également à ma pointure actuelle (42). À mon goût, ils ont aussi l'air bien à l'extérieur et ont juste l'air détendu.Comme déjà décrit, vous devez les tenir à l'écart de l'eau, car ils absorbent rapidement l'eau et ont besoin de temps pour sécher. C'est pourquoi il ne faut probablement pas l'utiliser comme tongs, sinon je ne peux que recommander la chaussure, car elle est super confortable à porter, a l'air très moderne et c'est super confortable pour marcher !"
5,"Sans aucun doute un vendeur fiable, précis et absolument recommandé pour vos achats.L'objet est parfaitement présenté comme décrit, entre autres très fonctionnel, il a une bonne finition, une bonne qualité et un bon rapport qualité prix !!! donc à la fois vendeur et article, vraiment bon !!!"
1,"Bien que j'ai commandé deux tailles plus grandes que d'habitude, à savoir 47 1/3, mes pieds normalement larges rentrent à peine dans les pantoufles car la sangle ou la boucle sur les orteils est clairement trop courte et non élastique. Après 5 minutes, il y a des points de pression rouges sur les pieds. Le look est correct, mais les chaussons ne sont évidemment pas très adaptés aux grands pieds."
3,"...En fait, les Adilettes sont pas mal, mais j'ai mis du temps avant de trouver la bonne taille. J'ai une pointure normale 38. 39 1/3 était trop serré donc je ne pouvais pas glisser assez vers l'avant. La taille 42 commandée était alors un peu trop grande (il n'y avait pas de taille intermédiaire) De plus, ces Cloudfoam sont plus lourdes que les autres modèles Adilette : faites bien attention aux noms ! J'ai aussi eu les pieds moites en les essayant et en les portant pendant une courte période. Je ne suis pas sûr."
1,"Dire qu'ils sont désolés est un euphémisme. Je porte un 44e1/2 j'ai dû retourner et prendre un 46, cela aussi j'ai dû refaire le retour et prendre un 48e1/2. C'est 4 tailles de plus que ma chaussure normale. Fausses mensurations, produit médiocre, pieds moites à l'intérieur et coupé sur les cotés du pied quand on marche. Je ne les utilise que si je dois prendre une douche au foot. Mal."
5,"Confortables et de bonne qualité. La semelle a une forme qui favorise le maintien du pied. Pour ceux qui ne préfèrent pas les tongs elles sont parfaites, le pied ne glisse pas mais vous avez une stabilité parfaite. Excellent pour la plage car ils maintiennent l'adhérence même avec les pieds mouillés."
3,"Commençons par parler de la matière dont ils sont faits, un plastique très dur, surtout pour la première période puis ils se ramollissent légèrement, plastique parfois très inconfortable. Parlons maintenant de leur résistance, je les utilise depuis un an maintenant et elles se sont légèrement usées sur la semelle, elles ont été utilisées à la maison, à la piscine et à la plage. Je recommande de prendre un numéro supplémentaire, car ils s'adaptent peu.En conclusion, ils ne valent pas le prix qu'ils coûtent, s'ils coûtent 10 euros de moins, je recommanderais vivement l'achat."
3,"Les Adilettes ont un gros avantage par rapport aux modèles plus anciens : la sangle de pied n'est plus collée (ce qui finit par détacher la sangle) mais est solidement fixée à l'ensemble de la chaussure. Néanmoins, vous pouvez voir ici, où apparemment Adidas produit désormais exclusivement. Acheté plus de 1,5 tailles comme recommandé mais toujours trop petit. Salutations d'Asie, inspection finale Adidas n'est évidemment plus présent non plus, alors je vais l'élargir un peu."
5,"J'ai le 45.5. Je porte du 46 gazelles 3/4 et j'ai acheté du 47. La longueur est vraiment précise sinon à la limite. Malgré un pied effilé, le groupe est vraiment serré. J'espère qu'il cédera un peu et ça va mais être capable de prendre la bonne mesure est toujours compliqué avec Adidas. Sinon produit valable.Après un an, le groupe s'adapte parfaitement."
3,"J'achète et j'utilise ce genre de ""pantoufles de douche"" pour moi et ma famille depuis des années maintenant. Cependant, ce dernier achat a montré que la semelle intérieure n'a plus les rayures traditionnelles, remplacées par une surface presque mamelonnée qui réduit son adhérence lorsqu'elle est mouillée. De plus, le caoutchouc est moins mou pour s'adapter"
5,"Sans aucun doute un vendeur fiable, précis et absolument recommandé pour vos achats.L'objet est parfaitement présenté comme décrit, entre autres très fonctionnel, il a une bonne finition, une bonne qualité et un bon rapport qualité prix !!! donc à la fois vendeur et article, vraiment bon !!!"
1,"Après seulement un mois, les bandes grises se sont estompées et se sont détachées, à ce stade, je doute de l'originalité du produit manifestement défectueux."
3,"Rien à voir avec des chaussons comme ce modèle que j'avais il y a 20 ans, le caoutchouc semble voué à se casser bientôt, l'adhérence sur le mouillé est très mauvaise et une bulle d'eau se crée également entre la plante du pied et la semelle intérieure. Le prix de 12 euros justifie cependant la qualité, elles sont juste ce qu'il faut pour la maison. Le prix est peut-être super remisé pour les ""brûlures"" sur la semelle qui en tout cas ne compromettent pas la stabilité, mais c'est clairement un défaut de production qu'il faut déclarer par transparence."
5,"Après plusieurs mauvais achats et un scepticisme initial avec cette commande ! j'adore ces adilettes !!!! Ma pointure standard (46, pied légèrement large) me va parfaitement. Au début, j'étais un peu sceptique (également parce que j'avais essayé divers autres fournisseurs et modèles auparavant). Et la première fois que je les ai essayées, je les ai trouvées un peu trop serrées (j'ai les pieds assez larges). Mais après quelques semaines de pratique : je les porte pieds nus ou avec des chaussettes tous les jours ! Ils s'adaptent parfaitement dans le temps ! Pour le bureau à domicile, je me suis offert un bureau que je peux régler en hauteur. Et même après une journée entière debout, mes pieds se sentent bien. Douleurs aux talons ? n'est plus un problème ! Et ils sont aussi stylés ! Je rachèterais vraiment ces Adilettes à tout moment."
5,"Je l'ai essayée chez une amie et j'ai été ravie... Des semelles étonnamment confortables... Ne peuvent être comparées à d'autres sandales ou pantoufles... Design simple... Cependant, plutôt inadaptées comme tongs... Mais c'est dit aussi. J'ai immédiatement commandé une deuxième paire pour ma femme 👍"
3,"Je précise que pour les femmes elles sont esthétiquement moche mais je vais les utiliser pour la piscine. Ils sont légers. Et ils n'ont pas de semelle plate comme les havaianas ou autres. Pour ceux qui ont besoin d'un soutien de la voûte plantaire, ils sont certainement plus confortables.Prenez toujours un numéro supplémentaire, ils taillent petit. Le 40/2 est parfait. Je chausse un 39. (Grâce aux commentaires précédents, si j'avais pris un 39 j'aurais dû le retourner)"
1,"J'ai cherché partout exactement ces Adilettes et je les ai finalement trouvées ici sur ce site et j'étais totalement heureuse après la commande et j'attendais avec impatience les pantoufles. A l'ouverture du colis alors grosse déception : la boite à chaussures a l'air totalement miteuse, comme si elle avait été utilisée très souvent, pue la sueur et l'odeur de cigarette, la couleur des chaussures est totalement écaillée et malgré la bonne pointure commandée 1,5 -2 grands nombres. Malheureusement je suis très déçue de ce pack ! La seule bonne chose était la livraison rapide."
3,"Eh bien, j'ai acheté les mules en cadeau et je peux encore les commenter.La matière est comme prévu, agréable et douce et légère, juste confortable. Malheureusement, l'optique - les trois bandes semblent avoir été peintes et endommagent ainsi la tenue et c'est exactement là que vous regardez un produit Adidas. Quelque chose devrait être amélioré là-bas."
1,"J'ai reçu un faux produit qui était une chose au bord de la route qui a été livrée depuis Hyderabad même lorsque j'ai demandé un remplacement J'ai reçu le produit du maharastra mais il s'est avéré être un premier produit de copie avec la même copie de diapositives Addidas quand j'ai demandé pour un retour, on m'a demandé de donner le produit avec la boîte où je n'ai reçu aucune boîte"
2,"Par rapport à d'autres chaussures de piscine ou de mer, après avoir été en contact avec l'eau, elles puent au bout d'un moment, c'est-à-dire que le plastique dégage une mauvaise odeur. Je recommande de prendre un numéro de plus que celui utilisé. Évaluation complètement négative."
4,"J'ai aimé ces chaussons, mais c'est dommage qu'ils taillent petit, j'ai donc dû les rendre. Le numéro que j'ai acheté était un 37, et malheureusement, bien que je porte habituellement du 36, la pantoufle était trop serrée et trop courte ..... Le retour à la poste, avec le QR code, a été rapide et facile. Merci Amazon"
2,"Ces chaussures étaient BEAUCOUP trop petites, j'ai normalement 41 ans, j'ai commandé ces chaussures en 44 ans, je n'ai même pas été près de les ajuster. Devrait probablement commander un 47 ou plus. Malheureusement, les chaussures sont devenues 8 euros plus chères en une semaine et leur retour s'est avéré presque impossible, car les options de retour DPD ne sont pas disponibles dans le pays. Il y a peut-être un système."
3,"Il s'avère qu'une bonne taille de chaussure est plus petite. Je porte du 39/40. J'ai commandé du 40,5 et elles sont trop petites... Doit commander du 41,5. Dommage que ce ne soit nulle part. Le plus gros reproche concerne le livreur. Il suffit de mettre les chaussures dans le boîte aux lettres meurtrie. Je n'étais pas à la maison et j'étais très contrarié. Qu'est-ce que c'est.... Voir les photos j'avais peur qu'elles soient cassées"
5,"Un ami m'a déjà dit que les Adilettes étaient une taille plus petite et j'ai lu cela dans les autres avis également. En fait, je fais du 39 ⅔, mais j'ai fait confiance aux autres avis et à ma copine et j'ai commandé du 40,5. va comme un gant ! :) Si vous savez qu'elles sont plus petites et que vous les prenez une taille plus grande, alors vous n'avez absolument rien à vous reprocher. Tout me va, donc 5☆"
5,"Le confort de ces sliders est inégalé ! Aussi bon que les baskets rebond. Cependant, non recommandé pour la plage - douleur à sécher. J'en suis à ma 2ème paire. Le premier a duré 3 ans avec une utilisation constante."
2,"Les chaussures ont une assise plantaire super douce et confortable. Malheureusement, le noir sur la semelle intérieure s'enlève après un court laps de temps et il s'estompe également rapidement à l'avant. Une lacune est aussi qu'ils prêtent. Je ne les achèterais plus!"
5,"J'ai acheté l'Adilette numéro 37 en pensant que ce serait très confortable, j'ai un 36,5, mais hélas vraiment trop petit. J'ai fait un retour et acheté un numéro 38, qui s'est avéré parfait. Alors je vous conseille vraiment d'en acheter un plus grand nombre, absolument. Le vendeur était très gentil et immédiatement disponible. Les Adilette sont parfaites et cool, notamment grâce à la couleur choisie !"
1,"J'ai généralement indisso du 42 (41/42)... j'ai pris du 42 et ça va petit, en plus c'est étroit et c'est très inconfortable de la plante ayant une montée au milieu trop rigide."
4,"Dans l'ensemble de bonnes pantoufles pour la piscine/douche même si assez raides. Je porte un 43 et sur les conseils des revues, j'ai pris un 44,5 qui est en fait un fil large... Donc le conseil que je vous donne c'est d'acheter une taille en plus, mais pas au delà...."
5,"comme je ne voulais plus voir les pieds nus de mon mari rembourrer sur le carrelage, je cherchais des pantoufles. Dans tous les cas, commandez au moins trois tailles plus grandes, elles s'avèrent très petites ! Eh bien, j'ai d'abord eu le choix entre les classiques à carreaux marrons, puis les adilettes à rayures dorées ont traversé mon chemin. cette chaussure chatoyante était digne du maître des lieux."
5,"Adilette confortable et belle comme d'habitude. Par rapport au modèle que j'avais auparavant, ceux-ci sont entièrement en caoutchouc, sans soudure. Pour la piscine ou la mer c'est sans aucun doute un avantage, pour un usage domestique j'ai préféré les classiques avec le revêtement en bande de tissu.Elles sont un peu petites, j'ai dû prendre un 39 bien qu'il corresponde généralement à un 38. fils, qui les a aimées beaucoup."
4,"Sentez-vous super bien. Malheureusement, maintenant commandé une troisième fois car les deux fois la chaussure était trop petite. D'abord un 45, puis un 46 et maintenant un 47. La taille normale de mon ami est 45. La livraison et le renvoi ont été super rapides. Aujourd'hui, j'ai renvoyé la deuxième paire. Mon 47er devrait arriver la semaine prochaine."
4,"Chaussons de bonne qualité et très confortables. Ils s'habillent petit, je recommande d'acheter au moins un numéro de plus. Je porte un 45,5/46 et j'ai dû acheter un 47 car le 46 était vraiment petit.Le 47 aussi était à la limite au début, mais après quelques jours d'utilisation le caoutchouc se ramollit un peu et ils deviennent très confortables"
3,"Ils sont beaux, j'ai commandé en taille 26 (l'étiquette indique 9 femme - 8 homme) donc si vous envoyez le bon, le problème est qu'ils viennent très petits, je vous recommande de commander un nombre plus élevé. Les sandales Nike de ma fille ont 25 ans et elles sont un peu plus grandes que ces supposées 26."
1,"C'est un signe d'insuffisance pour Adidas que les informations de dimensionnement soient à nouveau incorrectes. J'ai commandé une taille plus grande que celle que j'ai dans d'autres chaussures Adidas. Parce que je voulais que ce soit confortable. Et que dois-je dire ? Les chaussons ne rentrent pas. Je ne peux même pas mettre mes pieds dans les pantoufles. Si vous devez découper les tailles pour un seul et même fabricant, alors quelque chose ne va pas."
3,"De recherches en amont, j'ai su commander les Adilettes une pointure au-dessus.Néanmoins, elles sont assez serrées au pied, ce qui, espérons-le, s'étirera et s'usera avec le temps. J'en ai déjà quelques-unes en noir, qui à leur tour ont également le logo sur le dessus. chaussure attachée et s'adapte parfaitement à la taille 38. Je suppose que les Adilettes ne sont pas d'origine en raison du traitement et de la marque d'image manquante, ainsi que de l'étiquette collée manquante.Pour mes besoins, comme deuxième chaussure dans l'ordre. Mais si vous appréciez les Adilettes originales, celles-ci ne sont pas recommandées."
5,"J'ai déjà les adilettes normales. Je les ai vus sur un ami et je les ai essayés et j'ai perdu la foi. Ils sont si incroyablement doux et confortables que je les ai commandés et que je les porte tous les jours depuis. Je les porte même au travail. Plus envie de chaussures normales ! L'Adilette CF+, c'est comme marcher sur des nuages. Et ce n'est pas une blague. Et dans la couleur noir/noir, juste un petit conseil, ils ne se salissent pas non plus."
5,"Ces chaussures sont super confortables et très antidérapantes. J'ai tendance à les porter moins à la piscine, mais dans la vie de tous les jours en me promenant ou en faisant mes courses. Je recommanderais ces chaussures à tous ceux qui n'ont pas de graves problèmes de genou. La semelle n'étant pas ferme mais souple, les genoux sont parfois très sollicités et attirent tous les regards en été grâce à l'association du blanc et de l'argent ! J'adore ces chaussures."
5,"En fait, je ne voulais pas dépenser autant d'argent pour une douche. Après plusieurs achats dans des magasins discount où je n'arrêtais pas de ramener les chaussures, je n'avais d'autre choix que de porter les Adilettes. Les seuls qui tiennent vraiment bien, tiennent le pied, ne glissent pas. C'est pourquoi j'ai déjà acheté 4 paires en stock, car elles deviennent de plus en plus chères. Parfois presque 40 euros (c'est la méchanceté absolue)."
5,"Taille commandée 38 et ils vont à peu près bien, auraient pu être une demi-taille plus grande. Ne sont pas pour les pieds légèrement plus larges, car ils sont un peu étroits. Sinon, je suis enthousiasmé par les pantoufles, très blanches et qui ont aussi fière allure sur le pied. Mais je les ai eu dans une couleur différente pendant deux ans, ils ont toujours fière allure et n'ont rien perdu de leur fonctionnalité (usure normale). Recommandation!"
5,"si vous achetez pas cher vous achetez deux fois, finalement j'ai opté pour ces chaussures de bain adidas et pour les presque 16 euros je n'ai rien fait de mal, les chaussures de bain sont faites d'une seule pièce. Je fais du 42 et il me va comme un gant, dans l'ensemble pour la douche à la piscine, à la salle de sport ou dans mon cas au travail, ajustement parfait et antidérapant."
3,"Optiquement typique AdiletteMalheureusement, vous ne pouvez pas l'ajuster en largeur Et comme j'ai un pied très large, aucune chance d'entrer Pour les pieds standard certainement top, pour les pieds larges aucune chanceMais il existe un autre modèle d'Adidas qui est réglable en largeur"
4,"...malheureusement pas pour les personnes aux pieds plats ;) Les Adilettes sont très confortables. Cependant, si vous avez les pieds larges, ils ne sont pas recommandés. Ils sont tout simplement trop étroits et la boucle peut ne pas être assez haute. De plus, les pieds collent très rapidement grâce au matériau. Les porter avec des chaussettes ne lui pose pas de problème."
5,"Ce sont les sandales les plus confortables que j'ai jamais possédées, haut la main.Le matériau Adidas Cloudfoam Plus est inégalé sur le marché, la concurrence est loin derrière (également bien au-dessus d'Adidas Cloudfoam lui-même) Vous avez littéralement l'impression de marcher sur un nuage Si vous avez des problèmes de pieds, ce sera parfait pour vous. Sinon trop Le seul inconvénient que je vois est que le matériau absorbe beaucoup de sueur et d'eau. Vous devez donc les laver souvent et si vous les emmenez à la piscine, il n'est pas pratique de les porter très mouillés."
5,"Pour commencer, 'Cf+' est identique à 'Confort'. Dans tous les cas, avec cette commande, vous obtiendrez des types 'Confort'. Cependant, j'ai remarqué une différence entre ceux-ci, qui sont la variante ""mono"", et ceux avec un logo. Le fond était légèrement différent ('made in Vietnam' uniquement en mono) mais la variante mono était nettement plus douce. J'ai comparé les deux et le mono me convenait mieux. Une remarque : lorsque je les ai essayés pour la première fois, ils se sentaient un peu étroits au niveau de ma voûte plantaire supérieure, mais cela a disparu après 1 minute de marche (donc cela s'étire un peu)"
3,Tutto ok peccato che prendendo un 47risulti più piccolo del 46 Adidas che già avevo... Mi sta davvero a pelo.. Mi va bne lo stesso perché avevo già previsto un numero in più ma avrei dovuto prevederne due in più... Numerazione troppo petite. Péché
4,"Après avoir lu des critiques qui disaient de prendre une taille au-dessus, j'ai décidé de prendre un 44,5 ayant le 43. Ils vont bien, peut-être un peu serrés car ils sont neufs. Je recommande donc de prendre une taille ou une taille et demie de plus. Ils s'habillent confortables et beaux à regarder, sauf que les rayures blanches ressemblent à de l'adhésif et sont très légèrement abîmées"
5,"Je ne pensais pas que de simples pantoufles pouvaient être aussi confortables. Je n'ai jamais été du genre à porter ces choses à la maison non plus, mais c'est vraiment super confortable avec. Très doux et amorti lors de la marche, rien ne pince ou n'est trop serré. Aucun signe d'usure après six mois d'utilisation. Très bien de ma part."
3,"Acheté pour la deuxième fois car le premier était retourné.Normalement j'utilise un 42 J'ai acheté la première fois un 42 mais il était trop petit donc je l'ai remplacé par un 44,5 Em. Mais celui là aussi est vraiment très petit Ils sont arrivés déjà abîmés au partie finale."
5,"En fait, je les avais commandées en taille 39 pour mon mari, mais elles étaient beaucoup trop petites pour lui, maintenant je les porte (pointure 36). En position accroupie ou sur la pointe des pieds, la chaussure est très serrée sur le cou-de-pied. Maintenant mon fils les a, elles lui vont parfaitement (taille 34)"
4,"Ont généralement la taille 45 en baskets. En ce qui concerne les pantoufles, il est important de commander une taille plus grande. La taille 46 me va toujours un peu juste mais me va. Sinon super. Chaussons de bain stables d'Adidas comme d'habitude"
1,"J'ai une taille 41 mais, par sécurité, j'ai commandé un 42. Je ne pouvais même pas le mettre sur mes pieds. Probablement, avec un peu d'effort, un 43 pourrait me convenir ... Ils avaient l'air confortables mais je ne l'ai pas fait Je ne veux pas perdre de temps avec le remplacement."
3,"Matière trop absorbante, difficile à sécher. Il n'est pas surprenant que ça sente plus tard, voir les autres avis. Cependant très agréable à porter ! Il est préférable de choisir une taille plus grande, sinon vous resterez coincé en marchant sur les bords des carreaux ou des escaliers, etc. dans le sauna, par exemple. Par conséquent, le risque de trébucher est élevé ou vous devez forcer votre pied dedans. Glisser rapidement m'a causé des ennuis deux fois. De plus, la couture adhésive de la boucle est fortement sollicitée, de sorte qu'elle se détache ensuite, comme dans d'autres revues, ce qui n'est pas non plus surprenant. Prix ​​correct, mais déjà déçu par la marque."
1,"Les chaussures sont mal faites et ont déjà commencé à se désagréger lors des premières vacances balnéaires à la mer. Si les chaussures sont mouillées, vous n'avez aucune adhérence et glissez. Au lieu de laisser l'eau s'écouler, ils stockent l'eau et après un court laps de temps commencent à puer.Les chaussures ne sont pas rentrées à la maison.Je n'ai jamais eu d'aussi mauvaises pantoufles."
3,"J'ai déjà mentionné avant, qu'ils sont comme indiqué dans la présentation mais vraiment 2 tailles plus petites !! Non seulement elles sont plus courtes de 2 cm que les autres tongs de la même taille, mais elles sont également très étroites. J'ai commandé un 42 pour moi et maintenant ma fille l'utilise, elle fait un 40 et ils vont parfaitement"
5,"Excellente qualité, la couleur est belle, c'est dommage que j'ai dû les retourner car elles étaient trop petites et le numéro suivant le mien n'y était pas. Je donne 5 étoiles pareil car elles sont vraiment belles."
5,"C'est comme ça que je l'imaginais ! La taille est parfaite, correspond exactement. La sangle est douce et câline. Enfin trouvé quelque chose pour moi où je peux me sentir à l'aise. En fait, je ne les porte que pour faire du shopping et pas au travail bien sûr ;-)."
2,bien que la longueur soit la bonne .. la largeur n'est pas courante .. le chausson glisse facilement jusqu'à provoquer des accidents dangereux. Ma femme enceinte risquait sérieusement d'être blessée. Retourné. Incontestable après vente par Amazon et vendeur.
